CODLOC,sexo,tramo,personas,sexo_label,tramo_label
5977,1,65-69,1,varones,65-69
5977,1,70-74,2,varones,70-74
5977,1,75-79,0,varones,75-79
5977,1,80-84,0,varones,80-84
5977,1,85-89,0,varones,85-89
5977,1,90-94,0,varones,90-94
5977,1,+95,0,varones,+95
5977,2,0-4,4,mujeres,0-4
5977,2,5-9,4,mujeres,5-9
5977,2,10-14,6,mujeres,10-14
5977,2,15-19,1,mujeres,15-19
5977,2,20-24,4,mujeres,20-24
5977,2,25-29,3,mujeres,25-29
5977,2,30-34,1,mujeres,30-34
5977,2,35-39,1,mujeres,35-39
5977,2,40-44,2,mujeres,40-44
5977,2,45-49,3,mujeres,45-49
5977,2,50-54,1,mujeres,50-54
5977,2,55-59,3,mujeres,55-59
5977,2,60-64,1,mujeres,60-64
5977,2,65-69,0,mujeres,65-69
5977,2,70-74,0,mujeres,70-74
5977,2,75-79,2,mujeres,75-79
5977,2,80-84,0,mujeres,80-84
5977,2,85-89,0,mujeres,85-89
5977,2,90-94,0,mujeres,90-94
5977,2,+95,0,mujeres,+95
5979,1,0-4,5,varones,0-4
5979,1,5-9,12,varones,5-9
5979,1,10-14,6,varones,10-14
5979,1,15-19,6,varones,15-19
5979,1,20-24,9,varones,20-24
5979,1,25-29,4,varones,25-29
5979,1,30-34,6,varones,30-34
5979,1,35-39,4,varones,35-39
5979,1,40-44,3,varones,40-44
5979,1,45-49,6,varones,45-49
5979,1,50-54,8,varones,50-54
5979,1,55-59,9,varones,55-59
5979,1,60-64,14,varones,60-64
5979,1,65-69,9,varones,65-69
5979,1,70-74,4,varones,70-74
5979,1,75-79,1,varones,75-79
5979,1,80-84,1,varones,80-84
5979,1,85-89,1,varones,85-89
5979,1,90-94,0,varones,90-94
5979,1,+95,0,varones,+95
5979,2,0-4,9,mujeres,0-4
5979,2,5-9,6,mujeres,5-9
5979,2,10-14,6,mujeres,10-14
5979,2,15-19,5,mujeres,15-19
5979,2,20-24,4,mujeres,20-24
5979,2,25-29,4,mujeres,25-29
5979,2,30-34,9,mujeres,30-34
5979,2,35-39,9,mujeres,35-39
5979,2,40-44,5,mujeres,40-44
5979,2,45-49,9,mujeres,45-49
5979,2,50-54,9,mujeres,50-54
5979,2,55-59,13,mujeres,55-59
5979,2,60-64,11,mujeres,60-64
5979,2,65-69,8,mujeres,65-69
5979,2,70-74,3,mujeres,70-74
5979,2,75-79,3,mujeres,75-79
5979,2,80-84,0,mujeres,80-84
5979,2,85-89,1,mujeres,85-89
5979,2,90-94,0,mujeres,90-94
5979,2,+95,0,mujeres,+95
5980,1,0-4,2,varones,0-4
5980,1,5-9,3,varones,5-9
5980,1,10-14,1,varones,10-14
5980,1,15-19,0,varones,15-19
5980,1,20-24,2,varones,20-24
5980,1,25-29,4,varones,25-29
5980,1,30-34,3,varones,30-34
5980,1,35-39,2,varones,35-39
5980,1,40-44,2,varones,40-44
5980,1,45-49,1,varones,45-49
5980,1,50-54,2,varones,50-54
5980,1,55-59,2,varones,55-59
5980,1,60-64,2,varones,60-64
5980,1,65-69,1,varones,65-69
5980,1,70-74,1,varones,70-74
5980,1,75-79,1,varones,75-79
5980,1,80-84,0,varones,80-84
5980,1,85-89,0,varones,85-89
5980,1,90-94,0,varones,90-94
5980,1,+95,0,varones,+95
5980,2,0-4,3,mujeres,0-4
5980,2,5-9,0,mujeres,5-9
5980,2,10-14,1,mujeres,10-14
5980,2,15-19,3,mujeres,15-19
5980,2,20-24,4,mujeres,20-24
5980,2,25-29,1,mujeres,25-29
5980,2,30-34,0,mujeres,30-34
5980,2,35-39,3,mujeres,35-39
5980,2,40-44,0,mujeres,40-44
5980,2,45-49,0,mujeres,45-49
5980,2,50-54,2,mujeres,50-54
5980,2,55-59,2,mujeres,55-59
5980,2,60-64,3,mujeres,60-64
5980,2,65-69,0,mujeres,65-69
5980,2,70-74,1,mujeres,70-74
5980,2,75-79,0,mujeres,75-79
5980,2,80-84,0,mujeres,80-84
5980,2,85-89,0,mujeres,85-89
5980,2,90-94,0,mujeres,90-94
5980,2,+95,0,mujeres,+95
5987,1,0-4,5,varones,0-4
5987,1,5-9,3,varones,5-9
5987,1,10-14,5,varones,10-14
5987,1,15-19,4,varones,15-19
5987,1,20-24,0,varones,20-24
5987,1,25-29,1,varones,25-29
5987,1,30-34,2,varones,30-34
5987,1,35-39,3,varones,35-39
5987,1,40-44,4,varones,40-44
5987,1,45-49,3,varones,45-49
5987,1,50-54,2,varones,50-54
5987,1,55-59,6,varones,55-59
5987,1,60-64,5,varones,60-64
5987,1,65-69,4,varones,65-69
5987,1,70-74,0,varones,70-74
5987,1,75-79,1,varones,75-79
5987,1,80-84,0,varones,80-84
5987,1,85-89,0,varones,85-89
5987,1,90-94,0,varones,90-94
5987,1,+95,0,varones,+95
5987,2,0-4,2,mujeres,0-4
5987,2,5-9,5,mujeres,5-9
5987,2,10-14,4,mujeres,10-14
5987,2,15-19,4,mujeres,15-19
5987,2,20-24,0,mujeres,20-24
5987,2,25-29,4,mujeres,25-29
5987,2,30-34,2,mujeres,30-34
5987,2,35-39,4,mujeres,35-39
5987,2,40-44,3,mujeres,40-44
5987,2,45-49,2,mujeres,45-49
5987,2,50-54,4,mujeres,50-54
5987,2,55-59,9,mujeres,55-59
5987,2,60-64,2,mujeres,60-64
5987,2,65-69,1,mujeres,65-69
5987,2,70-74,0,mujeres,70-74
5987,2,75-79,2,mujeres,75-79
5987,2,80-84,0,mujeres,80-84
5987,2,85-89,0,mujeres,85-89
5987,2,90-94,0,mujeres,90-94
5987,2,+95,0,mujeres,+95
5989,1,0-4,5,varones,0-4
5989,1,5-9,10,varones,5-9
5989,1,10-14,4,varones,10-14
5989,1,15-19,2,varones,15-19
5989,1,20-24,6,varones,20-24
5989,1,25-29,10,varones,25-29
5989,1,30-34,3,varones,30-34
5989,1,35-39,5,varones,35-39
5989,1,40-44,4,varones,40-44
5989,1,45-49,3,varones,45-49
5989,1,50-54,0,varones,50-54
5989,1,55-59,2,varones,55-59
5989,1,60-64,0,varones,60-64
5989,1,65-69,1,varones,65-69
5989,1,70-74,1,varones,70-74
5989,1,75-79,0,varones,75-79
5989,1,80-84,0,varones,80-84
5989,1,85-89,0,varones,85-89
5989,1,90-94,0,varones,90-94
5989,1,+95,0,varones,+95
5989,2,0-4,7,mujeres,0-4
5989,2,5-9,1,mujeres,5-9
5989,2,10-14,8,mujeres,10-14
5989,2,15-19,7,mujeres,15-19
5989,2,20-24,3,mujeres,20-24
5989,2,25-29,4,mujeres,25-29
5989,2,30-34,8,mujeres,30-34
5989,2,35-39,4,mujeres,35-39
5989,2,40-44,3,mujeres,40-44
5989,2,45-49,0,mujeres,45-49
5989,2,50-54,4,mujeres,50-54
5989,2,55-59,3,mujeres,55-59
5989,2,60-64,2,mujeres,60-64
5989,2,65-69,2,mujeres,65-69
5989,2,70-74,0,mujeres,70-74
5989,2,75-79,0,mujeres,75-79
5989,2,80-84,0,mujeres,80-84
5989,2,85-89,0,mujeres,85-89
5989,2,90-94,0,mujeres,90-94
5989,2,+95,0,mujeres,+95
5993,1,0-4,1,varones,0-4
5993,1,5-9,0,varones,5-9
5993,1,10-14,0,varones,10-14
5993,1,15-19,0,varones,15-19
5993,1,20-24,0,varones,20-24
5993,1,25-29,0,varones,25-29
5993,1,30-34,1,varones,30-34
5993,1,35-39,0,varones,35-39
5993,1,40-44,0,varones,40-44
5993,1,45-49,0,varones,45-49
5993,1,50-54,1,varones,50-54
5993,1,55-59,0,varones,55-59
5993,1,60-64,0,varones,60-64
5993,1,65-69,0,varones,65-69
5993,1,70-74,0,varones,70-74
5993,1,75-79,0,varones,75-79
5993,1,80-84,0,varones,80-84
5993,1,85-89,0,varones,85-89
5993,1,90-94,0,varones,90-94
5993,1,+95,0,varones,+95
5993,2,0-4,2,mujeres,0-4
5993,2,5-9,1,mujeres,5-9
5993,2,10-14,0,mujeres,10-14
5993,2,15-19,0,mujeres,15-19
5993,2,20-24,0,mujeres,20-24
5993,2,25-29,0,mujeres,25-29
5993,2,30-34,1,mujeres,30-34
5993,2,35-39,0,mujeres,35-39
5993,2,40-44,0,mujeres,40-44
5993,2,45-49,1,mujeres,45-49
5993,2,50-54,0,mujeres,50-54
5993,2,55-59,0,mujeres,55-59
5993,2,60-64,1,mujeres,60-64
5993,2,65-69,0,mujeres,65-69
5993,2,70-74,0,mujeres,70-74
5993,2,75-79,0,mujeres,75-79
5993,2,80-84,0,mujeres,80-84
5993,2,85-89,0,mujeres,85-89
5993,2,90-94,0,mujeres,90-94
5993,2,+95,0,mujeres,+95
5994,1,0-4,10,varones,0-4
5994,1,5-9,8,varones,5-9
5994,1,10-14,8,varones,10-14
5994,1,15-19,2,varones,15-19
5994,1,20-24,3,varones,20-24
5994,1,25-29,2,varones,25-29
5994,1,30-34,4,varones,30-34
5994,1,35-39,6,varones,35-39
5994,1,40-44,7,varones,40-44
5994,1,45-49,4,varones,45-49
5994,1,50-54,6,varones,50-54
5994,1,55-59,2,varones,55-59
5994,1,60-64,1,varones,60-64
5994,1,65-69,3,varones,65-69
5994,1,70-74,1,varones,70-74
5994,1,75-79,5,varones,75-79
5994,1,80-84,1,varones,80-84
5994,1,85-89,1,varones,85-89
5994,1,90-94,0,varones,90-94
5994,1,+95,0,varones,+95
5994,2,0-4,9,mujeres,0-4
5994,2,5-9,7,mujeres,5-9
5994,2,10-14,4,mujeres,10-14
5994,2,15-19,1,mujeres,15-19
5994,2,20-24,5,mujeres,20-24
5994,2,25-29,0,mujeres,25-29
5994,2,30-34,8,mujeres,30-34
5994,2,35-39,7,mujeres,35-39
5994,2,40-44,4,mujeres,40-44
5994,2,45-49,5,mujeres,45-49
5994,2,50-54,1,mujeres,50-54
5994,2,55-59,4,mujeres,55-59
5994,2,60-64,0,mujeres,60-64
5994,2,65-69,3,mujeres,65-69
5994,2,70-74,1,mujeres,70-74
5994,2,75-79,1,mujeres,75-79
5994,2,80-84,2,mujeres,80-84
5994,2,85-89,0,mujeres,85-89
5994,2,90-94,0,mujeres,90-94
5994,2,+95,0,mujeres,+95
5996,1,0-4,6,varones,0-4
5996,1,5-9,5,varones,5-9
5996,1,10-14,2,varones,10-14
5996,1,15-19,6,varones,15-19
5996,1,20-24,2,varones,20-24
5996,1,25-29,4,varones,25-29
5996,1,30-34,0,varones,30-34
5996,1,35-39,1,varones,35-39
5996,1,40-44,2,varones,40-44
5996,1,45-49,2,varones,45-49
5996,1,50-54,5,varones,50-54
5996,1,55-59,2,varones,55-59
5996,1,60-64,0,varones,60-64
5996,1,65-69,1,varones,65-69
5996,1,70-74,2,varones,70-74
5996,1,75-79,0,varones,75-79
5996,1,80-84,1,varones,80-84
5996,1,85-89,0,varones,85-89
5996,1,90-94,0,varones,90-94
5996,1,+95,0,varones,+95
5996,2,0-4,2,mujeres,0-4
5996,2,5-9,0,mujeres,5-9
5996,2,10-14,0,mujeres,10-14
5996,2,15-19,3,mujeres,15-19
5996,2,20-24,3,mujeres,20-24
5996,2,25-29,3,mujeres,25-29
5996,2,30-34,1,mujeres,30-34
5996,2,35-39,1,mujeres,35-39
5996,2,40-44,2,mujeres,40-44
5996,2,45-49,4,mujeres,45-49
5996,2,50-54,2,mujeres,50-54
5996,2,55-59,0,mujeres,55-59
5996,2,60-64,0,mujeres,60-64
5996,2,65-69,2,mujeres,65-69
5996,2,70-74,0,mujeres,70-74
5996,2,75-79,3,mujeres,75-79
5996,2,80-84,1,mujeres,80-84
5996,2,85-89,0,mujeres,85-89
5996,2,90-94,0,mujeres,90-94
5996,2,+95,0,mujeres,+95
5997,1,0-4,6,varones,0-4
5997,1,5-9,9,varones,5-9
5997,1,10-14,7,varones,10-14
5997,1,15-19,11,varones,15-19
5997,1,20-24,18,varones,20-24
5997,1,25-29,14,varones,25-29
5997,1,30-34,9,varones,30-34
5997,1,35-39,6,varones,35-39
5997,1,40-44,13,varones,40-44
5997,1,45-49,13,varones,45-49
5997,1,50-54,6,varones,50-54
5997,1,55-59,6,varones,55-59
5997,1,60-64,14,varones,60-64
5997,1,65-69,9,varones,65-69
5997,1,70-74,7,varones,70-74
5997,1,75-79,6,varones,75-79
5997,1,80-84,1,varones,80-84
5997,1,85-89,0,varones,85-89
5997,1,90-94,1,varones,90-94
5997,1,+95,0,varones,+95
5997,2,0-4,6,mujeres,0-4
5997,2,5-9,9,mujeres,5-9
5997,2,10-14,21,mujeres,10-14
5997,2,15-19,10,mujeres,15-19
5997,2,20-24,8,mujeres,20-24
5997,2,25-29,13,mujeres,25-29
5997,2,30-34,7,mujeres,30-34
5997,2,35-39,10,mujeres,35-39
5997,2,40-44,11,mujeres,40-44
5997,2,45-49,7,mujeres,45-49
5997,2,50-54,7,mujeres,50-54
5997,2,55-59,10,mujeres,55-59
5997,2,60-64,7,mujeres,60-64
5997,2,65-69,10,mujeres,65-69
5997,2,70-74,5,mujeres,70-74
5997,2,75-79,5,mujeres,75-79
5997,2,80-84,2,mujeres,80-84
5997,2,85-89,5,mujeres,85-89
5997,2,90-94,0,mujeres,90-94
5997,2,+95,0,mujeres,+95
5998,1,0-4,3,varones,0-4
5998,1,5-9,9,varones,5-9
5998,1,10-14,12,varones,10-14
5998,1,15-19,16,varones,15-19
5998,1,20-24,14,varones,20-24
5998,1,25-29,5,varones,25-29
5998,1,30-34,3,varones,30-34
5998,1,35-39,5,varones,35-39
5998,1,40-44,11,varones,40-44
5998,1,45-49,10,varones,45-49
5998,1,50-54,4,varones,50-54
5998,1,55-59,7,varones,55-59
5998,1,60-64,6,varones,60-64
5998,1,65-69,3,varones,65-69
5998,1,70-74,0,varones,70-74
5998,1,75-79,2,varones,75-79
5998,1,80-84,0,varones,80-84
5998,1,85-89,1,varones,85-89
5998,1,90-94,0,varones,90-94
5998,1,+95,0,varones,+95
5998,2,0-4,8,mujeres,0-4
5998,2,5-9,9,mujeres,5-9
5998,2,10-14,8,mujeres,10-14
5998,2,15-19,14,mujeres,15-19
5998,2,20-24,9,mujeres,20-24
5998,2,25-29,7,mujeres,25-29
5998,2,30-34,3,mujeres,30-34
5998,2,35-39,10,mujeres,35-39
5998,2,40-44,10,mujeres,40-44
5998,2,45-49,6,mujeres,45-49
5998,2,50-54,15,mujeres,50-54
5998,2,55-59,4,mujeres,55-59
5998,2,60-64,0,mujeres,60-64
5998,2,65-69,2,mujeres,65-69
5998,2,70-74,2,mujeres,70-74
5998,2,75-79,1,mujeres,75-79
5998,2,80-84,3,mujeres,80-84
5998,2,85-89,0,mujeres,85-89
5998,2,90-94,0,mujeres,90-94
5998,2,+95,0,mujeres,+95
5999,1,0-4,1,varones,0-4
5999,1,5-9,4,varones,5-9
5999,1,10-14,1,varones,10-14
5999,1,15-19,5,varones,15-19
5999,1,20-24,1,varones,20-24
5999,1,25-29,3,varones,25-29
5999,1,30-34,2,varones,30-34
5999,1,35-39,0,varones,35-39
5999,1,40-44,3,varones,40-44
5999,1,45-49,1,varones,45-49
5999,1,50-54,2,varones,50-54
5999,1,55-59,3,varones,55-59
5999,1,60-64,0,varones,60-64
5999,1,65-69,0,varones,65-69
5999,1,70-74,2,varones,70-74
5999,1,75-79,1,varones,75-79
5999,1,80-84,1,varones,80-84
5999,1,85-89,0,varones,85-89
5999,1,90-94,0,varones,90-94
5999,1,+95,0,varones,+95
5999,2,0-4,0,mujeres,0-4
5999,2,5-9,3,mujeres,5-9
5999,2,10-14,1,mujeres,10-14
5999,2,15-19,3,mujeres,15-19
5999,2,20-24,0,mujeres,20-24
5999,2,25-29,2,mujeres,25-29
5999,2,30-34,0,mujeres,30-34
5999,2,35-39,2,mujeres,35-39
5999,2,40-44,5,mujeres,40-44
5999,2,45-49,0,mujeres,45-49
5999,2,50-54,2,mujeres,50-54
5999,2,55-59,3,mujeres,55-59
5999,2,60-64,0,mujeres,60-64
5999,2,65-69,1,mujeres,65-69
5999,2,70-74,1,mujeres,70-74
5999,2,75-79,3,mujeres,75-79
5999,2,80-84,0,mujeres,80-84
5999,2,85-89,0,mujeres,85-89
5999,2,90-94,0,mujeres,90-94
5999,2,+95,0,mujeres,+95
6220,1,0-4,1214,varones,0-4
6220,1,5-9,1428,varones,5-9
6220,1,10-14,1629,varones,10-14
6220,1,15-19,1583,varones,15-19
6220,1,20-24,1121,varones,20-24
6220,1,25-29,1098,varones,25-29
6220,1,30-34,1133,varones,30-34
6220,1,35-39,1144,varones,35-39
6220,1,40-44,962,varones,40-44
6220,1,45-49,1020,varones,45-49
6220,1,50-54,871,varones,50-54
6220,1,55-59,794,varones,55-59
6220,1,60-64,684,varones,60-64
6220,1,65-69,612,varones,65-69
6220,1,70-74,471,varones,70-74
6220,1,75-79,395,varones,75-79
6220,1,80-84,270,varones,80-84
6220,1,85-89,122,varones,85-89
6220,1,90-94,45,varones,90-94
6220,1,+95,8,varones,+95
6220,2,0-4,1164,mujeres,0-4
6220,2,5-9,1435,mujeres,5-9
6220,2,10-14,1507,mujeres,10-14
6220,2,15-19,1568,mujeres,15-19
6220,2,20-24,1116,mujeres,20-24
6220,2,25-29,1112,mujeres,25-29
6220,2,30-34,1207,mujeres,30-34
6220,2,35-39,1184,mujeres,35-39
6220,2,40-44,1096,mujeres,40-44
6220,2,45-49,1039,mujeres,45-49
6220,2,50-54,972,mujeres,50-54
6220,2,55-59,917,mujeres,55-59
6220,2,60-64,771,mujeres,60-64
6220,2,65-69,731,mujeres,65-69
6220,2,70-74,626,mujeres,70-74
6220,2,75-79,529,mujeres,75-79
6220,2,80-84,415,mujeres,80-84
6220,2,85-89,239,mujeres,85-89
6220,2,90-94,99,mujeres,90-94
6220,2,+95,37,mujeres,+95
6421,1,0-4,268,varones,0-4
6421,1,5-9,309,varones,5-9
6421,1,10-14,378,varones,10-14
6421,1,15-19,292,varones,15-19
6421,1,20-24,215,varones,20-24
6421,1,25-29,196,varones,25-29
6421,1,30-34,215,varones,30-34
6421,1,35-39,223,varones,35-39
6421,1,40-44,219,varones,40-44
6421,1,45-49,206,varones,45-49
6421,1,50-54,153,varones,50-54
6421,1,55-59,172,varones,55-59
6421,1,60-64,160,varones,60-64
6421,1,65-69,127,varones,65-69
6421,1,70-74,134,varones,70-74
6421,1,75-79,108,varones,75-79
6421,1,80-84,59,varones,80-84
6421,1,85-89,29,varones,85-89
6421,1,90-94,17,varones,90-94
6421,1,+95,6,varones,+95
6421,2,0-4,222,mujeres,0-4
6421,2,5-9,288,mujeres,5-9
6421,2,10-14,339,mujeres,10-14
6421,2,15-19,364,mujeres,15-19
6421,2,20-24,197,mujeres,20-24
6421,2,25-29,221,mujeres,25-29
6421,2,30-34,239,mujeres,30-34
6421,2,35-39,217,mujeres,35-39
6421,2,40-44,190,mujeres,40-44
6421,2,45-49,220,mujeres,45-49
6421,2,50-54,170,mujeres,50-54
6421,2,55-59,175,mujeres,55-59
6421,2,60-64,181,mujeres,60-64
6421,2,65-69,152,mujeres,65-69
6421,2,70-74,167,mujeres,70-74
6421,2,75-79,125,mujeres,75-79
6421,2,80-84,114,mujeres,80-84
6421,2,85-89,56,mujeres,85-89
6421,2,90-94,37,mujeres,90-94
6421,2,+95,16,mujeres,+95
6521,1,0-4,104,varones,0-4
6521,1,5-9,152,varones,5-9
6521,1,10-14,137,varones,10-14
6521,1,15-19,105,varones,15-19
6521,1,20-24,80,varones,20-24
6521,1,25-29,90,varones,25-29
6521,1,30-34,78,varones,30-34
6521,1,35-39,98,varones,35-39
6521,1,40-44,82,varones,40-44
6521,1,45-49,75,varones,45-49
6521,1,50-54,56,varones,50-54
6521,1,55-59,64,varones,55-59
6521,1,60-64,57,varones,60-64
6521,1,65-69,81,varones,65-69
6521,1,70-74,59,varones,70-74
6521,1,75-79,39,varones,75-79
6521,1,80-84,18,varones,80-84
6521,1,85-89,9,varones,85-89
6521,1,90-94,5,varones,90-94
6521,1,+95,2,varones,+95
6521,2,0-4,87,mujeres,0-4
6521,2,5-9,114,mujeres,5-9
6521,2,10-14,132,mujeres,10-14
6521,2,15-19,136,mujeres,15-19
6521,2,20-24,62,mujeres,20-24
6521,2,25-29,83,mujeres,25-29
6521,2,30-34,107,mujeres,30-34
6521,2,35-39,72,mujeres,35-39
6521,2,40-44,67,mujeres,40-44
6521,2,45-49,78,mujeres,45-49
6521,2,50-54,67,mujeres,50-54
6521,2,55-59,56,mujeres,55-59
6521,2,60-64,51,mujeres,60-64
6521,2,65-69,52,mujeres,65-69
6521,2,70-74,64,mujeres,70-74
6521,2,75-79,42,mujeres,75-79
6521,2,80-84,17,mujeres,80-84
6521,2,85-89,6,mujeres,85-89
6521,2,90-94,8,mujeres,90-94
6521,2,+95,0,mujeres,+95
6621,1,0-4,33,varones,0-4
6621,1,5-9,45,varones,5-9
6621,1,10-14,56,varones,10-14
6621,1,15-19,49,varones,15-19
6621,1,20-24,33,varones,20-24
6621,1,25-29,28,varones,25-29
6621,1,30-34,32,varones,30-34
6621,1,35-39,32,varones,35-39
6621,1,40-44,35,varones,40-44
6621,1,45-49,32,varones,45-49
6621,1,50-54,32,varones,50-54
6621,1,55-59,39,varones,55-59
6621,1,60-64,24,varones,60-64
6621,1,65-69,18,varones,65-69
6621,1,70-74,20,varones,70-74
6621,1,75-79,14,varones,75-79
6621,1,80-84,12,varones,80-84
6621,1,85-89,5,varones,85-89
6621,1,90-94,0,varones,90-94
6621,1,+95,0,varones,+95
6621,2,0-4,39,mujeres,0-4
6621,2,5-9,44,mujeres,5-9
6621,2,10-14,55,mujeres,10-14
6621,2,15-19,46,mujeres,15-19
6621,2,20-24,29,mujeres,20-24
6621,2,25-29,30,mujeres,25-29
6621,2,30-34,35,mujeres,30-34
6621,2,35-39,38,mujeres,35-39
6621,2,40-44,36,mujeres,40-44
6621,2,45-49,38,mujeres,45-49
6621,2,50-54,32,mujeres,50-54
6621,2,55-59,21,mujeres,55-59
6621,2,60-64,26,mujeres,60-64
6621,2,65-69,18,mujeres,65-69
6621,2,70-74,24,mujeres,70-74
6621,2,75-79,11,mujeres,75-79
6621,2,80-84,12,mujeres,80-84
6621,2,85-89,7,mujeres,85-89
6621,2,90-94,0,mujeres,90-94
6621,2,+95,4,mujeres,+95
6622,1,0-4,62,varones,0-4
6622,1,5-9,55,varones,5-9
6622,1,10-14,76,varones,10-14
6622,1,15-19,69,varones,15-19
6622,1,20-24,26,varones,20-24
6622,1,25-29,55,varones,25-29
6622,1,30-34,44,varones,30-34
6622,1,35-39,44,varones,35-39
6622,1,40-44,44,varones,40-44
6622,1,45-49,36,varones,45-49
6622,1,50-54,51,varones,50-54
6622,1,55-59,34,varones,55-59
6622,1,60-64,27,varones,60-64
6622,1,65-69,33,varones,65-69
6622,1,70-74,19,varones,70-74
6622,1,75-79,12,varones,75-79
6622,1,80-84,11,varones,80-84
6622,1,85-89,7,varones,85-89
6622,1,90-94,0,varones,90-94
6622,1,+95,1,varones,+95
6622,2,0-4,55,mujeres,0-4
6622,2,5-9,66,mujeres,5-9
6622,2,10-14,73,mujeres,10-14
6622,2,15-19,80,mujeres,15-19
6622,2,20-24,61,mujeres,20-24
6622,2,25-29,50,mujeres,25-29
6622,2,30-34,42,mujeres,30-34
6622,2,35-39,49,mujeres,35-39
6622,2,40-44,30,mujeres,40-44
6622,2,45-49,44,mujeres,45-49
6622,2,50-54,37,mujeres,50-54
6622,2,55-59,34,mujeres,55-59
6622,2,60-64,23,mujeres,60-64
6622,2,65-69,26,mujeres,65-69
6622,2,70-74,21,mujeres,70-74
6622,2,75-79,23,mujeres,75-79
6622,2,80-84,11,mujeres,80-84
6622,2,85-89,8,mujeres,85-89
6622,2,90-94,2,mujeres,90-94
6622,2,+95,2,mujeres,+95
6721,1,0-4,33,varones,0-4
6721,1,5-9,33,varones,5-9
6721,1,10-14,52,varones,10-14
6721,1,15-19,52,varones,15-19
6721,1,20-24,32,varones,20-24
6721,1,25-29,35,varones,25-29
6721,1,30-34,25,varones,30-34
6721,1,35-39,22,varones,35-39
6721,1,40-44,26,varones,40-44
6721,1,45-49,27,varones,45-49
6721,1,50-54,22,varones,50-54
6721,1,55-59,29,varones,55-59
6721,1,60-64,19,varones,60-64
6721,1,65-69,22,varones,65-69
6721,1,70-74,25,varones,70-74
6721,1,75-79,16,varones,75-79
6721,1,80-84,13,varones,80-84
6721,1,85-89,2,varones,85-89
6721,1,90-94,1,varones,90-94
6721,1,+95,0,varones,+95
6721,2,0-4,33,mujeres,0-4
6721,2,5-9,35,mujeres,5-9
6721,2,10-14,52,mujeres,10-14
6721,2,15-19,66,mujeres,15-19
6721,2,20-24,21,mujeres,20-24
6721,2,25-29,26,mujeres,25-29
6721,2,30-34,30,mujeres,30-34
6721,2,35-39,26,mujeres,35-39
6721,2,40-44,21,mujeres,40-44
6721,2,45-49,32,mujeres,45-49
6721,2,50-54,26,mujeres,50-54
6721,2,55-59,21,mujeres,55-59
6721,2,60-64,22,mujeres,60-64
6721,2,65-69,27,mujeres,65-69
6721,2,70-74,23,mujeres,70-74
6721,2,75-79,16,mujeres,75-79
6721,2,80-84,9,mujeres,80-84
6721,2,85-89,3,mujeres,85-89
6721,2,90-94,1,mujeres,90-94
6721,2,+95,0,mujeres,+95
6722,1,0-4,41,varones,0-4
6722,1,5-9,53,varones,5-9
6722,1,10-14,58,varones,10-14
6722,1,15-19,56,varones,15-19
6722,1,20-24,39,varones,20-24
6722,1,25-29,29,varones,25-29
6722,1,30-34,36,varones,30-34
6722,1,35-39,41,varones,35-39
6722,1,40-44,39,varones,40-44
6722,1,45-49,23,varones,45-49
6722,1,50-54,28,varones,50-54
6722,1,55-59,28,varones,55-59
6722,1,60-64,24,varones,60-64
6722,1,65-69,20,varones,65-69
6722,1,70-74,22,varones,70-74
6722,1,75-79,14,varones,75-79
6722,1,80-84,9,varones,80-84
6722,1,85-89,4,varones,85-89
6722,1,90-94,0,varones,90-94
6722,1,+95,0,varones,+95
6722,2,0-4,32,mujeres,0-4
6722,2,5-9,37,mujeres,5-9
6722,2,10-14,63,mujeres,10-14
6722,2,15-19,58,mujeres,15-19
6722,2,20-24,36,mujeres,20-24
6722,2,25-29,28,mujeres,25-29
6722,2,30-34,51,mujeres,30-34
6722,2,35-39,43,mujeres,35-39
6722,2,40-44,42,mujeres,40-44
6722,2,45-49,30,mujeres,45-49
6722,2,50-54,26,mujeres,50-54
6722,2,55-59,29,mujeres,55-59
6722,2,60-64,21,mujeres,60-64
6722,2,65-69,23,mujeres,65-69
6722,2,70-74,15,mujeres,70-74
6722,2,75-79,19,mujeres,75-79
6722,2,80-84,9,mujeres,80-84
6722,2,85-89,5,mujeres,85-89
6722,2,90-94,4,mujeres,90-94
6722,2,+95,1,mujeres,+95
6724,1,0-4,36,varones,0-4
6724,1,5-9,47,varones,5-9
6724,1,10-14,44,varones,10-14
6724,1,15-19,52,varones,15-19
6724,1,20-24,38,varones,20-24
6724,1,25-29,43,varones,25-29
6724,1,30-34,37,varones,30-34
6724,1,35-39,41,varones,35-39
6724,1,40-44,30,varones,40-44
6724,1,45-49,34,varones,45-49
6724,1,50-54,28,varones,50-54
6724,1,55-59,32,varones,55-59
6724,1,60-64,23,varones,60-64
6724,1,65-69,28,varones,65-69
6724,1,70-74,16,varones,70-74
6724,1,75-79,7,varones,75-79
6724,1,80-84,4,varones,80-84
6724,1,85-89,2,varones,85-89
6724,1,90-94,2,varones,90-94
6724,1,+95,0,varones,+95
6724,2,0-4,39,mujeres,0-4
6724,2,5-9,37,mujeres,5-9
6724,2,10-14,50,mujeres,10-14
6724,2,15-19,49,mujeres,15-19
6724,2,20-24,27,mujeres,20-24
6724,2,25-29,34,mujeres,25-29
6724,2,30-34,48,mujeres,30-34
6724,2,35-39,32,mujeres,35-39
6724,2,40-44,32,mujeres,40-44
6724,2,45-49,31,mujeres,45-49
6724,2,50-54,38,mujeres,50-54
